Time,50BTC.com,AntPool,BTC Guild,BTC.TOP,BTCC Pool,BW.COM,BitFury,BitMinter,Eligius,F2Pool,SlushPool,Unknown,ViaBTC,ghash.io,others,,ALL,ANTPOOL,F2POOL,VIABTC,BTCCOM
2016-10-04 00:00:00 UTC,,3.21E+17,,,3.33E+17,1.54E+17,1.90E+17,,,2.49E+17,9.50E+16,,1.54E+17,,3.80E+17,,1.88E+18,3.21E+17,2.49E+17,1.54E+17,5.84E+16
2016-10-05 00:00:00 UTC,,3.24E+17,,,3.12E+17,2.16E+17,1.20E+17,,,2.76E+17,3.60E+16,,2.40E+17,1.20E+16,4.68E+17,,2.01E+18,3.24E+17,2.76E+17,2.40E+17,1.09E+17
2016-10-06 00:00:00 UTC,,3.35E+17,,,2.39E+17,2.15E+17,1.56E+17,,,2.87E+17,7.18E+16,,1.91E+17,1.20E+16,4.19E+17,,1.93E+18,3.35E+17,2.87E+17,1.91E+17,7.43E+16
2016-10-07 00:00:00 UTC,,2.30E+17,,,2.06E+17,2.42E+17,9.69E+16,,,2.66E+17,9.69E+16,1.21E+16,1.94E+17,,3.87E+17,,1.73E+18,2.30E+17,2.66E+17,1.94E+17,1.17E+17
2016-10-08 00:00:00 UTC,,3.81E+17,,,2.95E+17,1.48E+17,1.48E+17,,,2.83E+17,1.48E+17,1.23E+16,2.34E+17,,4.30E+17,,2.08E+18,3.81E+17,2.83E+17,2.34E+17,6.56E+16
2016-10-09 00:00:00 UTC,,3.22E+17,,,2.45E+17,1.16E+17,1.67E+17,,,3.73E+17,1.54E+17,,2.45E+17,,4.38E+17,,2.06E+18,3.22E+17,3.73E+17,2.45E+17,1.11E+17
2016-10-10 00:00:00 UTC,,2.84E+17,,,1.68E+17,1.42E+17,1.16E+17,,,3.10E+17,1.42E+17,,1.03E+17,,3.36E+17,,1.60E+18,2.84E+17,3.10E+17,1.03E+17,5.32E+16
2016-10-11 00:00:00 UTC,,3.70E+17,,,1.28E+17,1.92E+17,1.79E+17,,,2.94E+17,8.94E+16,,1.15E+17,,4.09E+17,,1.77E+18,3.70E+17,2.94E+17,1.15E+17,4.85E+16
2016-10-12 00:00:00 UTC,,2.58E+17,,,1.55E+17,1.93E+17,2.06E+17,,,2.32E+17,1.80E+17,1.29E+16,1.55E+17,,4.64E+17,,1.85E+18,2.58E+17,2.32E+17,1.55E+17,9.59E+16
2016-10-13 00:00:00 UTC,,3.63E+17,,,1.94E+17,1.55E+17,1.68E+17,,,1.68E+17,1.55E+17,,1.55E+17,,2.98E+17,,1.66E+18,3.63E+17,1.68E+17,1.55E+17,2.23E+16
2016-10-14 00:00:00 UTC,,3.94E+17,,,1.78E+17,2.16E+17,1.14E+17,,,2.29E+17,1.02E+17,3.81E+16,2.41E+17,,2.16E+17,,1.73E+18,3.94E+17,2.29E+17,2.41E+17,4.86E+16
2016-10-15 00:00:00 UTC,,3.73E+17,,,2.31E+17,9.00E+16,2.19E+17,,1.29E+16,2.70E+17,1.29E+17,1.29E+16,1.41E+17,,3.47E+17,,1.83E+18,3.73E+17,2.70E+17,1.41E+17,8.19E+16
2016-10-16 00:00:00 UTC,,3.34E+17,,,1.93E+17,1.16E+17,1.16E+17,,,2.70E+17,1.28E+17,1.28E+16,2.44E+17,,2.57E+17,,1.67E+18,3.34E+17,2.70E+17,2.44E+17,2.59E+16
2016-10-17 00:00:00 UTC,,2.58E+17,,,1.42E+17,1.29E+17,1.55E+17,,,2.84E+17,9.02E+16,1.29E+16,1.55E+17,,3.87E+17,,1.61E+18,2.58E+17,2.84E+17,1.55E+17,7.04E+16
2016-10-18 00:00:00 UTC,,3.46E+17,,,2.82E+17,1.79E+17,1.15E+17,,,3.46E+17,1.03E+17,1.28E+16,1.92E+17,,4.10E+17,,1.99E+18,3.46E+17,3.46E+17,1.92E+17,7.80E+16
2016-10-19 00:00:00 UTC,,3.81E+17,,,1.44E+17,9.19E+16,7.88E+16,,,3.28E+17,9.19E+16,2.63E+16,1.58E+17,,3.41E+17,,1.64E+18,3.81E+17,3.28E+17,1.58E+17,1.08E+17
2016-10-20 00:00:00 UTC,,4.04E+17,,,1.39E+17,1.90E+17,1.01E+17,,,2.02E+17,1.39E+17,,1.01E+17,,4.17E+17,,1.69E+18,4.04E+17,2.02E+17,1.01E+17,7.77E+16
2016-10-21 00:00:00 UTC,,4.62E+17,,,2.95E+17,1.54E+17,8.98E+16,,,3.46E+17,1.15E+17,,1.67E+17,,4.75E+17,,2.10E+18,4.62E+17,3.46E+17,1.67E+17,4.50E+16
2016-10-22 00:00:00 UTC,,2.94E+17,,,1.92E+17,1.53E+17,1.79E+17,,,3.06E+17,1.02E+17,1.28E+16,1.40E+17,,5.23E+17,,1.90E+18,2.94E+17,3.06E+17,1.40E+17,7.29E+16
2016-10-23 00:00:00 UTC,,4.20E+17,,,2.16E+17,1.40E+17,1.91E+17,,,2.80E+17,8.91E+16,1.27E+16,1.53E+17,,3.31E+17,,1.83E+18,4.20E+17,2.80E+17,1.53E+17,2.49E+16
2016-10-24 00:00:00 UTC,,2.39E+17,,,2.26E+17,2.51E+17,1.63E+17,,,3.52E+17,8.79E+16,1.26E+16,1.63E+17,1.26E+16,2.89E+17,,1.80E+18,2.39E+17,3.52E+17,1.63E+17,5.82E+16
2016-10-25 00:00:00 UTC,,2.28E+17,,,1.90E+17,2.03E+17,1.65E+17,,,3.04E+17,1.77E+17,3.80E+16,1.65E+17,,2.91E+17,,1.76E+18,2.28E+17,3.04E+17,1.65E+17,7.35E+16
2016-10-26 00:00:00 UTC,,3.25E+17,,,1.75E+17,1.63E+17,1.25E+17,,2.50E+16,3.00E+17,1.00E+17,1.25E+16,1.25E+17,,3.75E+17,,1.73E+18,3.25E+17,3.00E+17,1.25E+17,4.40E+16
2016-10-27 00:00:00 UTC,,3.14E+17,,,2.62E+17,2.10E+17,1.83E+17,,,4.06E+17,7.86E+16,3.93E+16,1.70E+17,,4.59E+17,,2.12E+18,3.14E+17,4.06E+17,1.70E+17,1.18E+17
2016-10-28 00:00:00 UTC,,2.33E+17,,,2.45E+17,2.57E+17,1.22E+17,,,2.45E+17,7.35E+16,,1.47E+17,,5.39E+17,,1.86E+18,2.33E+17,2.45E+17,1.47E+17,7.79E+16
2016-10-29 00:00:00 UTC,,3.62E+17,,,1.87E+17,2.00E+17,1.37E+17,,,2.12E+17,1.50E+17,2.50E+16,1.37E+17,,4.49E+17,,1.86E+18,3.62E+17,2.12E+17,1.37E+17,1.00E+17
2016-10-30 00:00:00 UTC,,3.54E+17,,,2.02E+17,2.27E+17,2.40E+17,,1.26E+16,4.29E+17,8.84E+16,1.26E+16,1.14E+17,,4.42E+17,,2.12E+18,3.54E+17,4.29E+17,1.14E+17,3.79E+16
2016-10-31 00:00:00 UTC,,2.16E+17,,,1.90E+17,3.17E+17,1.14E+17,,,4.70E+17,6.35E+16,,7.62E+16,,4.19E+17,,1.87E+18,2.16E+17,4.70E+17,7.62E+16,1.20E+17
2016-11-01 00:00:00 UTC,,2.40E+17,,,2.65E+17,6.31E+16,2.27E+17,,,3.15E+17,1.39E+17,1.26E+16,1.77E+17,,3.78E+17,,1.82E+18,2.40E+17,3.15E+17,1.77E+17,4.75E+16
2016-11-02 00:00:00 UTC,,2.27E+17,,,2.02E+17,1.64E+17,1.51E+17,,,4.04E+17,7.57E+16,,8.83E+16,,3.66E+17,,1.68E+18,2.27E+17,4.04E+17,8.83E+16,1.67E+16
2016-11-03 00:00:00 UTC,,3.78E+17,,,1.89E+17,1.39E+17,2.39E+17,,,3.15E+17,1.01E+17,1.26E+16,1.76E+17,,4.03E+17,,1.95E+18,3.78E+17,3.15E+17,1.76E+17,1.17E+16
2016-11-04 00:00:00 UTC,,3.15E+17,,,1.26E+17,1.38E+17,8.81E+16,,,3.02E+17,1.13E+17,1.26E+16,7.55E+16,,2.89E+17,,1.46E+18,3.15E+17,3.02E+17,7.55E+16,3.26E+16
2016-11-05 00:00:00 UTC,,3.15E+17,,,2.40E+17,1.64E+17,1.77E+17,,,3.53E+17,7.57E+16,,2.02E+17,,3.28E+17,,1.85E+18,3.15E+17,3.53E+17,2.02E+17,4.16E+16
2016-11-06 00:00:00 UTC,,2.81E+17,,,3.07E+17,2.04E+17,1.28E+17,,,2.94E+17,7.67E+16,2.56E+16,1.28E+17,,5.11E+17,,1.95E+18,2.81E+17,2.94E+17,1.28E+17,5.10E+16
2016-11-07 00:00:00 UTC,,2.74E+17,,,2.37E+17,1.62E+17,3.74E+16,,,1.62E+17,1.62E+17,6.24E+16,2.24E+17,,4.99E+17,,1.82E+18,2.74E+17,1.62E+17,2.24E+17,8.18E+16
2016-11-08 00:00:00 UTC,,3.93E+17,,,1.90E+17,1.90E+17,1.90E+17,,,3.04E+17,1.14E+17,,1.78E+17,,5.83E+17,,2.14E+18,3.93E+17,3.04E+17,1.78E+17,3.64E+16
2016-11-09 00:00:00 UTC,,3.47E+17,,,1.93E+17,2.06E+17,2.06E+17,,,2.19E+17,1.41E+17,2.57E+16,1.29E+17,,4.24E+17,,1.89E+18,3.47E+17,2.19E+17,1.29E+17,3.00E+16
2016-11-10 00:00:00 UTC,,2.86E+17,,,2.36E+17,1.87E+17,1.49E+17,,,4.11E+17,1.49E+17,1.24E+16,1.99E+17,,4.60E+17,,2.09E+18,2.86E+17,4.11E+17,1.99E+17,6.55E+16
2016-11-11 00:00:00 UTC,,3.57E+17,,,1.91E+17,2.17E+17,1.53E+17,,,3.19E+17,1.02E+17,3.83E+16,1.53E+17,,5.48E+17,,2.08E+18,3.57E+17,3.19E+17,1.53E+17,2.35E+16
2016-11-12 00:00:00 UTC,,3.20E+17,,,2.69E+17,1.92E+17,1.54E+17,,,3.58E+17,1.79E+17,3.84E+16,1.79E+17,,4.61E+17,,2.15E+18,3.20E+17,3.58E+17,1.79E+17,6.59E+16
2016-11-13 00:00:00 UTC,,3.13E+17,,,2.01E+17,1.76E+17,8.78E+16,,,2.51E+17,1.13E+17,1.25E+16,1.00E+17,,5.27E+17,,1.78E+18,3.13E+17,2.51E+17,1.00E+17,6.65E+16
2016-11-14 00:00:00 UTC,,3.52E+17,,,1.88E+17,2.01E+17,1.63E+17,,,3.39E+17,1.63E+17,1.26E+16,2.01E+17,,5.40E+17,,2.16E+18,3.52E+17,3.39E+17,2.01E+17,1.03E+17
2016-11-15 00:00:00 UTC,,3.42E+17,,,2.41E+17,1.90E+17,1.14E+17,,,2.16E+17,1.78E+17,5.07E+16,2.03E+17,,4.44E+17,,1.98E+18,3.42E+17,2.16E+17,2.03E+17,6.97E+16
2016-11-16 00:00:00 UTC,,4.19E+17,,,2.16E+17,1.40E+17,2.16E+17,,,4.06E+17,1.14E+17,6.35E+16,1.65E+17,,4.32E+17,,2.17E+18,4.19E+17,4.06E+17,1.65E+17,7.09E+16
2016-11-17 00:00:00 UTC,,3.52E+17,,,2.01E+17,1.89E+17,1.64E+17,,,3.27E+17,1.38E+17,2.52E+16,1.13E+17,,4.91E+17,,2.00E+18,3.52E+17,3.27E+17,1.13E+17,6.05E+16
2016-11-18 00:00:00 UTC,,3.52E+17,,,2.71E+17,1.08E+17,1.08E+17,,,2.98E+17,8.13E+16,2.71E+16,2.03E+17,,5.55E+17,,2.00E+18,3.52E+17,2.98E+17,2.03E+17,1.29E+17
2016-11-19 00:00:00 UTC,,3.92E+17,,,2.66E+17,2.24E+17,1.12E+17,,,3.50E+17,8.41E+16,2.80E+16,9.81E+16,,4.34E+17,,1.99E+18,3.92E+17,3.50E+17,9.81E+16,4.83E+16
2016-11-20 00:00:00 UTC,,3.75E+17,,,1.15E+17,2.60E+17,1.59E+17,,,2.31E+17,7.22E+16,1.44E+16,1.01E+17,,5.20E+17,,1.85E+18,3.75E+17,2.31E+17,1.01E+17,7.48E+16
2016-11-21 00:00:00 UTC,,3.72E+17,,,2.61E+17,2.20E+17,1.10E+17,1.38E+16,,2.75E+17,1.24E+17,4.13E+16,1.24E+17,,3.72E+17,,1.91E+18,3.72E+17,2.75E+17,1.24E+17,6.74E+16
2016-11-22 00:00:00 UTC,,3.75E+17,,,2.08E+17,1.39E+17,1.53E+17,,,1.67E+17,1.53E+17,1.39E+16,1.80E+17,,4.72E+17,,1.86E+18,3.75E+17,1.67E+17,1.80E+17,1.42E+17
2016-11-23 00:00:00 UTC,,3.82E+17,,,2.40E+17,1.98E+17,9.90E+16,,,3.25E+17,1.70E+17,4.24E+16,9.90E+16,,5.23E+17,,2.08E+18,3.82E+17,3.25E+17,9.90E+16,1.08E+17
2016-11-24 00:00:00 UTC,,4.03E+17,,,1.94E+17,2.22E+17,2.78E+17,,,3.33E+17,1.39E+17,2.78E+16,1.11E+17,,5.42E+17,,2.25E+18,4.03E+17,3.33E+17,1.11E+17,1.26E+17
2016-11-25 00:00:00 UTC,,3.63E+17,,,2.65E+17,2.51E+17,1.12E+17,,,2.93E+17,1.95E+17,2.79E+16,1.12E+17,,5.03E+17,,2.12E+18,3.63E+17,2.93E+17,1.12E+17,4.38E+16
2016-11-26 00:00:00 UTC,,3.64E+17,,,1.40E+17,1.96E+17,1.68E+17,,,4.48E+17,1.26E+17,1.40E+16,1.54E+17,,5.32E+17,,2.14E+18,3.64E+17,4.48E+17,1.54E+17,1.25E+17
2016-11-27 00:00:00 UTC,,3.67E+17,,,1.69E+17,2.82E+17,1.27E+17,,,2.96E+17,1.69E+17,1.41E+16,9.88E+16,,5.08E+17,,2.03E+18,3.67E+17,2.96E+17,9.88E+16,9.83E+16
2016-11-28 00:00:00 UTC,,4.45E+17,,,1.53E+17,2.64E+17,1.67E+17,,,4.31E+17,1.25E+17,1.39E+16,1.11E+17,,5.70E+17,,2.28E+18,4.45E+17,4.31E+17,1.11E+17,1.90E+16
2016-11-29 00:00:00 UTC,,4.20E+17,,,2.52E+17,2.66E+17,1.96E+17,,,3.08E+17,4.20E+16,7.01E+16,1.54E+17,,3.78E+17,,2.09E+18,4.20E+17,3.08E+17,1.54E+17,1.35E+17
2016-11-30 00:00:00 UTC,,3.10E+17,,,1.27E+17,3.10E+17,1.55E+17,,,3.10E+17,1.41E+17,1.41E+16,1.27E+17,,5.07E+17,,2.00E+18,3.10E+17,3.10E+17,1.27E+17,8.95E+16
2016-12-01 00:00:00 UTC,,4.35E+17,,,1.12E+17,1.96E+17,1.54E+17,,,3.65E+17,1.26E+17,1.40E+16,1.26E+17,,5.19E+17,,2.05E+18,4.35E+17,3.65E+17,1.26E+17,7.89E+16
2016-12-02 00:00:00 UTC,,3.54E+17,,,1.70E+17,1.70E+17,1.56E+17,,,3.82E+17,1.56E+17,2.83E+16,1.56E+17,,4.53E+17,,2.02E+18,3.54E+17,3.82E+17,1.56E+17,1.28E+17
2016-12-03 00:00:00 UTC,,5.55E+17,,,2.56E+17,3.84E+17,1.28E+17,,,3.56E+17,8.54E+16,,1.42E+17,,5.41E+17,,2.45E+18,5.55E+17,3.56E+17,1.42E+17,8.61E+16
2016-12-04 00:00:00 UTC,,3.01E+17,,,2.01E+17,2.29E+17,1.43E+17,,,3.30E+17,1.58E+17,2.87E+16,2.44E+17,,4.88E+17,,2.12E+18,3.01E+17,3.30E+17,2.44E+17,1.82E+17
2016-12-05 00:00:00 UTC,,3.28E+17,,,2.42E+17,2.71E+17,9.97E+16,,,3.70E+17,1.42E+17,4.27E+16,7.12E+16,,5.98E+17,,2.16E+18,3.28E+17,3.70E+17,7.12E+16,1.56E+17
2016-12-06 00:00:00 UTC,,3.58E+17,,,1.14E+17,2.00E+17,1.86E+17,,,3.29E+17,1.43E+17,,1.29E+17,,6.87E+17,,2.15E+18,3.58E+17,3.29E+17,1.29E+17,8.78E+16
2016-12-07 00:00:00 UTC,,4.52E+17,,,3.10E+17,2.26E+17,1.83E+17,,,2.54E+17,1.69E+17,2.82E+16,2.54E+17,,5.79E+17,,2.46E+18,4.52E+17,2.54E+17,2.54E+17,9.98E+16
2016-12-08 00:00:00 UTC,,4.09E+17,,,1.46E+17,2.48E+17,1.75E+17,1.46E+16,,3.21E+17,1.90E+17,5.84E+16,1.31E+17,,5.99E+17,,2.29E+18,4.09E+17,3.21E+17,1.31E+17,8.57E+16
2016-12-09 00:00:00 UTC,,3.69E+17,,,1.71E+17,1.71E+17,9.95E+16,,,3.55E+17,1.28E+17,1.42E+16,1.42E+17,,4.69E+17,,1.92E+18,3.69E+17,3.55E+17,1.42E+17,6.68E+16
2016-12-10 00:00:00 UTC,,3.91E+17,,,1.40E+17,1.40E+17,1.12E+17,,,3.08E+17,1.26E+17,2.80E+16,9.79E+16,,5.03E+17,,1.85E+18,3.91E+17,3.08E+17,9.79E+16,1.16E+17
2016-12-11 00:00:00 UTC,,5.26E+17,,1.42E+16,1.85E+17,2.70E+17,2.56E+17,,,4.13E+17,1.28E+17,,1.42E+17,,7.26E+17,,2.66E+18,5.26E+17,4.13E+17,1.42E+17,1.77E+17
2016-12-12 00:00:00 UTC,,3.72E+17,,4.29E+16,1.86E+17,2.57E+17,2.15E+17,,,3.43E+17,1.14E+17,2.86E+16,1.29E+17,,5.43E+17,,2.23E+18,3.72E+17,3.43E+17,1.29E+17,1.56E+17
2016-12-13 00:00:00 UTC,,5.58E+17,,2.86E+16,1.72E+17,2.58E+17,1.57E+17,,,4.29E+17,4.29E+16,4.29E+16,2.43E+17,,6.15E+17,,2.55E+18,5.58E+17,4.29E+17,2.43E+17,1.10E+17
2016-12-14 00:00:00 UTC,,4.10E+17,,5.85E+16,1.61E+17,1.90E+17,2.05E+17,,,2.78E+17,5.85E+16,2.93E+16,1.32E+17,,5.12E+17,,2.03E+18,4.10E+17,2.78E+17,1.32E+17,1.00E+17
2016-12-15 00:00:00 UTC,,3.12E+17,,4.45E+16,2.08E+17,2.08E+17,1.34E+17,,,4.45E+17,1.19E+17,,5.93E+16,,3.56E+17,,1.88E+18,3.12E+17,4.45E+17,5.93E+16,9.77E+16
2016-12-16 00:00:00 UTC,,3.51E+17,,1.59E+16,2.23E+17,2.87E+17,2.39E+17,,,3.66E+17,7.97E+16,1.59E+16,1.43E+17,,3.98E+17,,2.12E+18,3.51E+17,3.66E+17,1.43E+17,1.06E+17
2016-12-17 00:00:00 UTC,,3.33E+17,,,1.82E+17,2.12E+17,2.57E+17,,,2.73E+17,1.36E+17,3.03E+16,2.12E+17,,5.45E+17,,2.18E+18,3.33E+17,2.73E+17,2.12E+17,5.39E+16
2016-12-18 00:00:00 UTC,,3.95E+17,,1.52E+16,1.67E+17,2.58E+17,1.52E+17,,,3.19E+17,1.37E+17,,9.12E+16,,6.08E+17,,2.14E+18,3.95E+17,3.19E+17,9.12E+16,8.09E+16
2016-12-19 00:00:00 UTC,,4.82E+17,,1.55E+16,2.18E+17,2.18E+17,2.18E+17,,,3.89E+17,1.40E+17,3.11E+16,1.55E+17,,4.82E+17,,2.35E+18,4.82E+17,3.89E+17,1.55E+17,2.33E+17
2016-12-20 00:00:00 UTC,,5.23E+17,,1.54E+16,1.69E+17,1.84E+17,1.08E+17,,,3.07E+17,1.23E+17,6.15E+16,1.23E+17,,5.07E+17,,2.12E+18,5.23E+17,3.07E+17,1.23E+17,1.51E+17
2016-12-21 00:00:00 UTC,,3.87E+17,,,2.32E+17,2.94E+17,2.48E+17,,,2.63E+17,2.01E+17,4.65E+16,9.29E+16,,6.97E+17,,2.46E+18,3.87E+17,2.63E+17,9.29E+16,8.40E+16
2016-12-22 00:00:00 UTC,,5.05E+17,,1.53E+16,2.45E+17,2.30E+17,1.68E+17,,,3.98E+17,1.84E+17,1.53E+16,1.38E+17,,5.36E+17,,2.43E+18,5.05E+17,3.98E+17,1.38E+17,7.70E+16
2016-12-23 00:00:00 UTC,,4.30E+17,,3.07E+16,1.69E+17,3.07E+17,2.00E+17,,,3.38E+17,1.23E+17,1.54E+16,3.07E+16,,6.92E+17,,2.34E+18,4.30E+17,3.38E+17,3.07E+16,8.72E+16
2016-12-24 00:00:00 UTC,,4.02E+17,,1.55E+16,2.63E+17,1.70E+17,1.70E+17,,,3.41E+17,1.08E+17,4.64E+16,1.39E+17,,4.64E+17,,2.12E+18,4.02E+17,3.41E+17,1.39E+17,1.08E+17
2016-12-25 00:00:00 UTC,,5.70E+17,,1.54E+16,2.31E+17,2.16E+17,1.54E+17,,,4.62E+17,9.24E+16,1.54E+16,4.62E+16,,7.39E+17,,2.54E+18,5.70E+17,4.62E+17,4.62E+16,1.51E+17
2016-12-26 00:00:00 UTC,,4.02E+17,,3.09E+16,2.32E+17,1.55E+17,1.08E+17,,,3.24E+17,2.16E+17,3.09E+16,1.55E+17,,5.41E+17,,2.19E+18,4.02E+17,3.24E+17,1.55E+17,1.17E+17
2016-12-27 00:00:00 UTC,,4.47E+17,,1.54E+16,1.85E+17,3.55E+17,1.54E+17,,,2.93E+17,2.00E+17,7.71E+16,7.71E+16,,6.01E+17,,2.40E+18,4.47E+17,2.93E+17,7.71E+16,1.07E+17
2016-12-28 00:00:00 UTC,,5.77E+17,,,2.18E+17,2.18E+17,1.87E+17,1.56E+16,,3.28E+17,1.25E+17,1.56E+16,7.80E+16,,7.95E+17,,2.56E+18,5.77E+17,3.28E+17,7.80E+16,1.66E+17
2016-12-29 00:00:00 UTC,,4.23E+17,,1.57E+16,1.72E+17,1.88E+17,2.98E+17,,,4.39E+17,1.41E+17,1.57E+16,1.10E+17,,5.48E+17,,2.35E+18,4.23E+17,4.39E+17,1.10E+17,1.69E+17
2016-12-30 00:00:00 UTC,,5.39E+17,,,2.22E+17,2.06E+17,2.53E+17,,,3.17E+17,2.06E+17,1.58E+16,1.43E+17,,5.86E+17,,2.49E+18,5.39E+17,3.17E+17,1.43E+17,8.26E+16
2016-12-31 00:00:00 UTC,,5.56E+17,,1.59E+16,2.38E+17,1.91E+17,2.86E+17,,,2.70E+17,1.75E+17,1.59E+16,7.95E+16,,5.24E+17,,2.35E+18,5.56E+17,2.70E+17,7.95E+16,8.26E+16
2017-01-01 00:00:00 UTC,,4.86E+17,,1.57E+16,9.42E+16,2.82E+17,2.98E+17,,,4.55E+17,7.85E+16,1.57E+16,4.71E+16,,6.75E+17,,2.45E+18,4.86E+17,4.55E+17,4.71E+16,1.59E+17
2017-01-02 00:00:00 UTC,,3.94E+17,,6.31E+16,1.89E+17,2.36E+17,2.36E+17,,,3.63E+17,3.00E+17,7.88E+16,1.42E+17,,5.04E+17,,2.51E+18,3.94E+17,3.63E+17,1.42E+17,1.52E+17
2017-01-03 00:00:00 UTC,,5.69E+17,,1.58E+16,2.53E+17,2.37E+17,1.26E+17,,,4.74E+17,1.74E+17,9.49E+16,1.42E+17,,5.06E+17,,2.59E+18,5.69E+17,4.74E+17,1.42E+17,1.29E+17
2017-01-04 00:00:00 UTC,,6.65E+17,,3.17E+16,2.38E+17,1.27E+17,1.74E+17,,,3.33E+17,7.92E+16,4.75E+16,1.58E+17,,5.70E+17,,2.42E+18,6.65E+17,3.33E+17,1.58E+17,6.26E+16
2017-01-05 00:00:00 UTC,,3.77E+17,,7.86E+16,1.73E+17,1.42E+17,2.20E+17,,,4.40E+17,1.42E+17,3.14E+16,1.57E+17,,4.40E+17,,2.20E+18,3.77E+17,4.40E+17,1.57E+17,1.43E+17
2017-01-06 00:00:00 UTC,,5.52E+17,,6.31E+16,1.26E+17,2.52E+17,3.00E+17,,1.58E+16,4.73E+17,7.89E+16,,7.89E+16,,5.99E+17,,2.54E+18,5.52E+17,4.73E+17,7.89E+16,1.53E+17
2017-01-07 00:00:00 UTC,,4.31E+17,,4.78E+16,7.97E+16,2.71E+17,1.75E+17,,,3.03E+17,1.59E+17,1.59E+16,1.44E+17,,5.74E+17,,2.20E+18,4.31E+17,3.03E+17,1.44E+17,1.09E+17
2017-01-08 00:00:00 UTC,,3.60E+17,,3.13E+16,2.19E+17,2.35E+17,3.13E+17,,,5.79E+17,2.03E+17,1.56E+16,1.88E+17,,4.69E+17,,2.61E+18,3.60E+17,5.79E+17,1.88E+17,1.17E+17
2017-01-09 00:00:00 UTC,,3.48E+17,,7.91E+16,1.74E+17,2.85E+17,1.42E+17,,1.58E+16,2.85E+17,1.11E+17,1.58E+16,7.91E+16,,6.17E+17,,2.15E+18,3.48E+17,2.85E+17,7.91E+16,1.80E+17
2017-01-10 00:00:00 UTC,,3.99E+17,,6.38E+16,2.23E+17,1.59E+17,2.07E+17,,,3.19E+17,1.75E+17,4.78E+16,1.91E+17,,7.65E+17,,2.55E+18,3.99E+17,3.19E+17,1.91E+17,1.23E+17
2017-01-11 00:00:00 UTC,,3.33E+17,,3.33E+16,2.33E+17,3.00E+17,3.33E+17,,,5.00E+17,1.33E+17,3.33E+16,1.33E+17,,5.17E+17,,2.55E+18,3.33E+17,5.00E+17,1.33E+17,1.36E+17
2017-01-12 00:00:00 UTC,,6.73E+17,,1.18E+17,1.18E+17,1.01E+17,3.20E+17,,,4.88E+17,1.01E+17,3.36E+16,3.03E+17,,6.39E+17,,2.89E+18,6.73E+17,4.88E+17,3.03E+17,1.17E+17
2017-01-13 00:00:00 UTC,,4.33E+17,,8.33E+16,2.83E+17,1.67E+17,2.00E+17,1.67E+16,,3.83E+17,1.67E+17,6.67E+16,1.17E+17,,5.83E+17,,2.50E+18,4.33E+17,3.83E+17,1.17E+17,1.44E+17
2017-01-14 00:00:00 UTC,,6.55E+17,,1.18E+17,2.02E+17,2.35E+17,2.52E+17,,,4.20E+17,8.40E+16,5.04E+16,1.51E+17,,7.22E+17,,2.89E+18,6.55E+17,4.20E+17,1.51E+17,7.82E+16
2017-01-15 00:00:00 UTC,,5.19E+17,,1.17E+17,1.51E+17,2.51E+17,2.34E+17,,,2.34E+17,2.01E+17,5.02E+16,2.68E+17,,7.70E+17,,2.79E+18,5.19E+17,2.34E+17,2.68E+17,1.28E+17
2017-01-16 00:00:00 UTC,,4.35E+17,,1.00E+17,2.17E+17,3.51E+17,2.67E+17,,,3.34E+17,1.00E+17,8.36E+16,2.17E+17,,7.19E+17,,2.83E+18,4.35E+17,3.34E+17,2.17E+17,1.37E+17
2017-01-17 00:00:00 UTC,,4.85E+17,,6.70E+16,1.84E+17,2.34E+17,2.85E+17,,1.67E+16,3.52E+17,1.00E+17,8.37E+16,1.00E+17,,7.37E+17,,2.65E+18,4.85E+17,3.52E+17,1.00E+17,8.77E+16
2017-01-18 00:00:00 UTC,,5.19E+17,,5.02E+16,8.37E+16,2.34E+17,1.67E+17,,,4.19E+17,1.00E+17,5.02E+16,1.34E+17,,7.53E+17,,2.51E+18,5.19E+17,4.19E+17,1.34E+17,1.54E+17
2017-01-19 00:00:00 UTC,,5.69E+17,,6.70E+16,1.67E+17,2.68E+17,3.68E+17,,1.67E+16,3.35E+17,1.17E+17,6.70E+16,2.34E+17,,7.03E+17,,2.91E+18,5.69E+17,3.35E+17,2.34E+17,7.76E+16
2017-01-20 00:00:00 UTC,,6.72E+17,,6.72E+16,2.35E+17,1.51E+17,3.19E+17,,,5.20E+17,2.18E+17,3.36E+16,1.68E+17,,7.89E+17,,3.17E+18,6.72E+17,5.20E+17,1.68E+17,1.34E+17
2017-01-21 00:00:00 UTC,,6.02E+17,,8.36E+16,1.84E+17,2.01E+17,2.84E+17,,,4.85E+17,1.84E+17,5.02E+16,2.34E+17,,7.19E+17,,3.03E+18,6.02E+17,4.85E+17,2.34E+17,2.52E+17
2017-01-22 00:00:00 UTC,,5.64E+17,,1.03E+17,2.05E+17,2.39E+17,2.39E+17,,,4.10E+17,1.71E+17,1.71E+16,2.05E+17,,8.21E+17,,2.98E+18,5.64E+17,4.10E+17,2.05E+17,7.87E+16
2017-01-23 00:00:00 UTC,,4.09E+17,,7.78E+16,2.14E+17,1.95E+17,2.14E+17,,,5.06E+17,1.95E+17,1.95E+16,9.73E+16,,7.59E+17,,2.68E+18,4.09E+17,5.06E+17,9.73E+16,2.10E+17
